IMG_ID	Domain	Genome_Status	Sequencing_Center	Phylum	Class	Order	Family	Genus	Species	Gram_Staining	Isolation_Country	Oxygen_Requirement	Genome_Size	Gene_Count	GC_Count	GC_%	CDS_Count	CDS_%	RNA_%	16S_rRNA_Count 	Horizontally_Transferred_Count	Horizontally_Transferred_%
2524614671	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	resinovorans	Gram-	France	Aerobe	6029378	5662	3831045	0.64	5545	97.93	2.07	2	144	2.54
2547132129	Bacteria	Draft	Univ of Milan	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae	Gram+	Italy	-1	2014328	2094	768022	0.38	2036	97.23	2.77	1	11	0.53
2526164653	Bacteria	Draft	University of Melbourne	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5438336	5282	2754760	0.51	5171	97.9	2.1	7	1	0.02
2548876930	Bacteria	Draft	Shanghai Jiao Tong Univ	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	wittichii	Gram-	China	Aerobe	5628887	5734	3816290	0.68	5669	98.87	1.13	1	271	4.73
2541047409	Bacteria	Draft	"Institute for Genome Sciences, University of Maryland School of Medicine"	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	sp.	Gram+	-1	Anaerobe	4159373	3858	1180674	0.28	3804	98.6	1.4	6	9	0.23
2534682047	Bacteria	Draft	Institute for Genome Sciences	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae	Gram+	USA	Facultative	2184712	2382	868740	0.4	2299	96.52	3.48	6	-1	-1
2264867132	Bacteria	Permanent Draft	DOE Joint Genome Institute	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	-1	USA	-1	356599	344	132950	0.37	335	97.38	2.62	1	-1	-1
2551306197	Bacteria	Draft	Beijing Genomics Institute	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	China	-1	1571832	1583	610158	0.39	1539	97.22	2.78	1	1	0.06
649989904	Bacteria	Draft	Baylor College of Medicine	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp.	Gram+	-1	Facultative	2348120	2124	1557765	0.66	2070	97.46	2.54	1	14	0.66
648276710	Bacteria	Draft	Baylor College of Medicine	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Peptoniphilus	duerdenii	Gram+	-1	Anaerobe	2081526	2017	712641	0.34	1988	98.56	1.44	1	114	5.65
2531839433	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Bangladesh	-1	5349327	5502	2716527	0.51	5383	97.84	2.16	9	4	0.07
2551306066	Bacteria	Draft	University of Tasmania	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	sp.	Gram-	Antarctica	-1	3955605	3786	1377831	0.35	3618	95.56	4.44	1	139	3.67
2529292761	Bacteria	Draft	NISC	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	pneumoniae	Gram-	USA	-1	5769474	5736	3302701	0.57	5631	98.17	1.83	5	12	0.21
2551306305	Bacteria	Draft	University of Hong Kong	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	baumannii	Gram-	China	-1	3653486	3678	1425672	0.39	3567	96.98	3.02	4	7	0.19
2551306503	Bacteria	Draft	National Center for Biological Sciences	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	India	-1	2860791	2813	936160	0.33	2721	96.73	3.27	2	-1	-1
2529292780	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	pestis	Gram-	-1	Facultative	4675930	4808	2221419	0.48	4739	98.56	1.44	1	-1	-1
2534682163	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	USA	Facultative	5203079	5251	2643445	0.51	5126	97.62	2.38	9	-1	-1
2541047193	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	Gram-	Niger	-1	2185547	2158	1136044	0.52	2100	97.31	2.69	1	2	0.09
2541047292	Bacteria	Draft	"Institute for Genome Sciences, University of Maryland School of Medicine"	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	sp.	Gram+	-1	Anaerobe	4100776	3866	1167685	0.28	3836	99.22	0.78	6	4	0.1
646311915	Bacteria	Finished	Sanger Institute	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	difficile	Gram+	United Kingdom	Obligate anaerobe	4191339	3599	1207358	0.29	3507	97.44	2.56	9	2	0.06
643886053	Bacteria	Draft	Baylor College of Medicine	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	plantarum	Gram+	-1	Microaerophilic	3214389	3270	1430067	0.44	3210	98.17	1.83	1	66	2.02
2519899810	Bacteria	Draft	Institute for Genome Sciences	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae	Gram+	USA	-1	2104178	2207	837193	0.4	2130	96.51	3.49	6	2	0.09
2510065052	Bacteria	Permanent Draft	DOE Joint Genome Institute	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	evryensis	Gram-	France	Obligate anaerobe	3488464	3142	1951857	0.56	3072	97.77	2.23	5	231	7.35
2527291532	Bacteria	Permanent Draft	DOE Joint Genome Institute	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified	-1	-1	-1	798481	925	367423	0.46	901	97.41	2.59	1	274	29.62
2515154144	Bacteria	Permanent Draft	DOE Joint Genome Institute	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Shimazuella	kribbensis	Gram+	Korea	Aerobe	4185101	4332	1603330	0.38	4241	97.9	2.1	10	313	7.23
649989996	Bacteria	Draft	Washington University in St. Louis	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	artemidis	Gram+	-1	Anaerobe	2209623	2253	1264929	0.57	2195	97.43	2.57	1	59	2.62
2513237341	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	pigrum	Gram+	-1	-1	1846028	1723	730416	0.4	1692	98.2	1.8	3	-1	-1
2540341041	Bacteria	Draft	Shandong University	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	sp.	Gram-	-1	-1	3979836	3743	1605253	0.4	3676	98.21	1.79	-1	47	1.26
2534682337	Bacteria	Draft	Broad Institute	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	denticola	Gram-	-1	Anaerobe	2734980	2657	1033502	0.38	2610	98.23	1.77	1	39	1.47
2519899750	Bacteria	Draft	Institute of Microbial Technology (IMTECH)	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	sp.	-1	-1	-1	4675770	4424	3223456	0.69	4424	100	-1	-1	1	0.02
2540341150	Bacteria	Finished	Rede Paraense de Genomica e Proteomica	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	pseudotuberculosis	-1	Egypt	-1	2297010	2170	1198212	0.52	2109	97.19	2.81	4	-1	-1
2511231217	Bacteria	Finished	Baylor College of Medicine	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	pallidum	Gram-	-1	Anaerobe	1139744	1124	601607	0.53	1071	95.28	4.72	2	-1	-1
2521172600	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	Gram-	Chad	-1	2209883	2157	1144266	0.52	2075	96.2	3.8	7	7	0.32
638341011	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	anthracis	Gram+	USA	Facultative	5093554	5388	1779012	0.35	5354	99.37	0.63	-1	15	0.28
2534682276	Bacteria	Draft	Washington University in St. Louis	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	-1	-1	1611559	1702	634909	0.39	1661	97.59	2.41	1	3	0.18
2505679060	Bacteria	Finished	DOE Joint Genome Institute	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	barengoltzii	-1	-1	-1	4674257	4374	2421203	0.52	4280	97.85	2.15	5	120	2.74
2518285563	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Salinispora	pacifica	Gram+	-1	-1	5357469	5040	3724632	0.7	4969	98.59	1.41	4	2	0.04
2511231085	Bacteria	Finished	Centers for Disease Control and Prevention	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	Gram-	Haiti	Facultative	4077740	3946	1937063	0.48	3845	97.44	2.56	7	-1	-1
2531839380	Bacteria	Draft	FDA	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	USA	Anaerobe	4708524	4506	2453813	0.52	4447	98.69	1.31	1	2	0.04
2236661000	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	unclassified	Gram-	USA	-1	774923	921	227673	0.29	892	96.85	3.15	-1	-1	-1
2518645527	Bacteria	Finished	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	amazonensis	Gram-	Brazil	Facultative	4306142	3803	2307506	0.54	3673	96.58	3.42	8	1	0.03
2541047120	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5274839	5428	2654106	0.5	5324	98.08	1.92	6	6	0.11
645058769	Bacteria	Draft	Los Alamos National Lab	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	pestis	Gram-	-1	Facultative	4770886	4762	2274759	0.48	4672	98.11	1.89	6	-1	-1
2519103013	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	sp.	Gram-	-1	-1	2767238	2676	1873776	0.68	2619	97.87	2.13	1	24	0.9
644736369	Bacteria	Finished	DOE Joint Genome Institute	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	johnsoniae	Gram-	United Kingdom	Aerobe	6096872	5099	2079817	0.34	5017	98.39	1.61	6	1568	30.75
2534681813	Bacteria	Draft	NIH Intramural Sequencing Center (NISC)	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	Gram+	USA	-1	2399040	2334	771103	0.32	2249	96.36	3.64	7	6	0.26
2545824530	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	USA	Aerobe	4813972	4413	1711078	0.36	4368	98.98	1.02	1	3	0.07
2513237260	Bacteria	Draft	Washington University in St. Louis	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified	Gram+	-1	-1	2938075	3167	1105056	0.38	3119	98.48	1.52	1	-1	-1
2545824695	Bacteria	Draft	Jiangxi Normal University	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	crenatum	-1	-1	-1	3346700	3051	1804094	0.54	3050	99.97	0.03	-1	3	0.1
2531839167	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	Gram+	-1	Facultative	2204262	2271	777791	0.35	2227	98.06	1.94	2	7	0.31
2540341157	Bacteria	Finished	Nanjing Agricultural University	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	suis	Gram+	-1	-1	2138568	2008	881238	0.41	1940	96.61	3.39	4	3	0.15
2523231004	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	unclassified	-1	-1	-1	1604723	1591	743989	0.46	1565	98.37	1.63	1	177	11.13
2519899625	Bacteria	Draft	FDA	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	-1	4804348	4644	2505298	0.52	4575	98.51	1.49	1	1	0.02
2526164702	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	-1	-1	4950201	4735	1739960	0.35	4690	99.05	0.95	1	1	0.02
647533130	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	Gram+	-1	Facultative	2849937	2781	1059454	0.38	2727	98.06	1.94	1	14	0.5
2519899790	Bacteria	Draft	Broad Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	sp.	Gram+	-1	-1	2081514	2003	806221	0.39	1943	97	3	4	7	0.35
2529293218	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	USA	-1	5434754	5936	2736109	0.5	5844	98.45	1.55	1	8	0.13
2548876898	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	Gram+	-1	Facultative	2256790	2330	797488	0.35	2266	97.25	2.75	4	-1	-1
649989951	Bacteria	Draft	Washington University in St. Louis	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	cf. prausnitzii	Gram+	-1	Facultative	2926561	3414	1647968	0.56	3355	98.27	1.73	1	65	1.9
644736358	Bacteria	Finished	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella	lenta	Gram+	-1	Anaerobe	3632260	3184	2332078	0.64	3123	98.08	1.92	3	226	7.1
2547132302	Bacteria	Draft	Univ of Birmingham	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	baumannii	Gram-	United Kingdom	Anaerobe	3951186	3990	1539538	0.39	3888	97.44	2.56	2	-1	-1
2519103085	Bacteria	Draft	Anand Agricultural University	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	multocida	Gram-	India	Facultative	2273366	2258	919002	0.4	2194	97.17	2.83	4	25	1.11
2531839059	Bacteria	Draft	Research Institute of Phisical-Chemical Medicine (Moscow)	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	gallisepticum	Gram-	Russia	-1	929411	757	291723	0.31	720	95.11	4.89	2	7	0.92
648276628	Bacteria	Draft	Oregon State University	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	muridarum	Gram-	-1	-1	1088736	989	442196	0.41	946	95.65	4.35	2	1	0.1
2523533551	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	jensenii	Gram+	-1	Anaerobe	3028354	2781	2079158	0.69	2719	97.77	2.23	2	36	1.29
637000075	Bacteria	Finished	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	salexigens	Gram-	Netherlands	Aerobe	3696649	3412	2362597	0.64	3319	97.27	2.73	5	897	26.29
2551306475	Bacteria	Draft	European Bioinformatics Institute	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella	sp.	-1	-1	-1	2330785	2101	1533966	0.66	2046	97.38	2.62	1	217	10.33
2540341031	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5000759	4796	2527852	0.51	4708	98.17	1.83	1	13	0.27
645058711	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	Gram+	-1	Facultative	2800311	2772	1053326	0.38	2720	98.12	1.88	1	1	0.04
2531839341	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	Gram+	-1	Facultative	2413678	2418	772041	0.32	2352	97.27	2.73	1	2	0.08
638341086	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Finland	Facultative	5384084	4838	2733584	0.51	4746	98.1	1.9	6	5	0.1
651324045	Bacteria	Draft	Washington University in St. Louis	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	sp.	Gram-	-1	-1	5576613	6215	3195287	0.57	6126	98.57	1.43	-1	47	0.76
2541047246	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	Gram-	USA	-1	2235582	2197	1158405	0.52	2123	96.63	3.37	5	-1	-1
2551306014	Bacteria	Draft	"Univ of California, Berkeley"	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	axonopodis	Gram-	Cameroon	-1	5016075	4371	3255074	0.65	4306	98.51	1.49	1	-1	-1
643886108	Bacteria	Draft	Baylor College of Medicine	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	mulieris	Gram+	-1	Anaerobe	2398290	2348	1322468	0.55	2300	97.96	2.04	1	24	1.02
2511231028	Bacteria	Draft	Oak Ridge National Lab	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	sp.	Gram-	USA	-1	8046582	8377	5184590	0.64	8302	99.1	0.9	2	-1	-1
644736330	Bacteria	Finished	"Danisco France SAS, Danisco USA Inc., Penn State University, The Pennsylvania State University, Department of Food Science"	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	Gram+	Switzerland	Anaerobe	1938483	1629	1172434	0.6	1566	96.13	3.87	4	-1	-1
2548876857	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	4676797	4671	2374520	0.51	4492	96.17	3.83	1	11	0.24
2529293105	Bacteria	Draft	University of Rochester School of Medicine and Dentistry	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	pneumoniae	Gram-	USA	-1	5368567	5193	3078696	0.57	5162	99.4	0.6	1	29	0.56
2541047652	Bacteria	Draft	FDA	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	-1	4701328	4587	2445839	0.52	4516	98.45	1.55	1	-1	-1
638341035	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	pseudomallei	Gram-	-1	Aerobe	7187061	5518	4900535	0.68	5452	98.8	1.2	3	2	0.04
2534681961	Bacteria	Draft	Washington University in St. Louis	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	difficile	Gram+	-1	-1	4225929	3977	1212783	0.29	3962	99.62	0.38	1	10	0.25
2529292837	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Bangladesh	-1	4998414	5081	2530062	0.51	4991	98.23	1.77	-1	7	0.14
640069305	Bacteria	Finished	J. Craig Venter Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	pseudomallei	Gram-	-1	Aerobe	7089249	7278	4838978	0.68	7191	98.8	1.2	4	23	0.32
2531839156	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	USA	-1	5371079	5832	2702041	0.5	5741	98.44	1.56	1	5	0.09
2548877083	Bacteria	Draft	"Univ of California, Berkeley"	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	axonopodis	Gram-	Brazil	-1	4836797	4418	3150544	0.65	4354	98.55	1.45	1	-1	-1
2540341035	Bacteria	Draft	Rochester Institute of Technology	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	sp.	Gram-	USA	-1	6116340	5976	4259332	0.7	5927	99.18	0.82	1	177	2.96
2531839158	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	USA	-1	5373810	5734	2703424	0.5	5642	98.4	1.6	1	5	0.09
2537562229	Bacteria	Draft	Academic Medical Center	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae	Gram+	Netherlands	Facultative	2079710	2226	824568	0.4	2174	97.66	2.34	1	-1	-1
2516143061	Bacteria	Draft	Cornell University	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	coli	Gram-	Poland	-1	1753213	1930	544773	0.31	1898	98.34	1.66	-1	-1	-1
2524614878	Bacteria	Permanent Draft	DOE Joint Genome Institute	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	fibrisolvens	Gram+	-1	-1	4738960	4022	1883454	0.4	3934	97.81	2.19	5	321	7.98
643692035	Bacteria	Finished	Peking Univ	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	Facultative	4888494	4743	2550322	0.52	4639	97.81	2.19	7	5	0.11
2531839106	Bacteria	Draft	Washington University in St. Louis	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	Gram+	-1	-1	2622388	2818	995406	0.38	2782	98.72	1.28	1	19	0.67
2521172694	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	zavarzinii	Gram-	-1	-1	4651795	4350	2961128	0.64	4285	98.51	1.49	1	350	8.05
2516493010	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	versatilis	Gram-	USA	-1	2604277	2460	1091558	0.42	2412	98.05	1.95	2	-1	-1
639633021	Bacteria	Finished	"Johns Hopkins Kimmel Comprehensive Cancer Center, Howard Hughes Medical Institute"	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	novyi	Gram+	-1	Anaerobe	2547720	2485	735162	0.29	2325	93.56	6.44	10	38	1.53
641522637	Bacteria	Finished	Beijing Genomics Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	sphaericus	Gram+	-1	Aerobe	4817463	4887	1788962	0.37	4771	97.63	2.37	10	195	3.99
645058790	Bacteria	Draft	Naval Medical Research Center (NMRC)	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	kristensenii	Gram-	-1	Facultative	5042394	4615	2388192	0.47	4542	98.42	1.58	1	108	2.34
2541047491	Bacteria	Draft	University of Maryland School of Medicine	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	psittaci	Gram-	-1	-1	1205363	1140	472011	0.39	1099	96.4	3.6	1	6	0.53
2526164686	Bacteria	Draft	Institute for Genome Sciences	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	abscessus	Gram+	-1	-1	5328817	5512	3417462	0.64	5439	98.68	1.32	1	-1	-1
651324077	Bacteria	Draft	Broad Institute	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified	unclassified	Gram+	-1	-1	5892013	5686	4097878	0.7	5631	99.03	0.97	4	184	3.24
643886086	Bacteria	Draft	Naval Medical Research Center (NMRC)	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	Gram+	Spain	Facultative	5463144	5638	1918664	0.35	5546	98.37	1.63	1	37	0.66
2513237122	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Thermocrispum	agreste	Gram+	Germany	Aerobe	4196086	3841	2932011	0.7	3783	98.49	1.51	3	41	1.07
2515154081	Bacteria	Permanent Draft	DOE Joint Genome Institute	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	timidus	Gram-	Portugal	Aerobe	3190628	3168	2083613	0.65	3112	98.23	1.77	3	110	3.47
2526164671	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	-1	-1	4716518	4382	1649361	0.35	4341	99.06	0.94	1	3	0.07
2537562169	Bacteria	Draft	FDA	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	Facultative	4643505	4472	2423461	0.52	4408	98.57	1.43	1	-1	-1
2510065045	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	sprentiae	Gram-	South Africa	Aerobe	7761063	7223	4903511	0.63	7147	98.95	1.05	1	265	3.67
2537561650	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	Gram-	Bangladesh	-1	4032089	3801	1914831	0.47	3713	97.68	2.32	-1	8	0.21
2513237133	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	Candidatus Pelagibacter	ubique	Gram-	-1	-1	1274624	1381	376604	0.3	1345	97.39	2.61	1	-1	-1
643886218	Bacteria	Draft	Broad Institute	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pullorum	Gram-	-1	Microaerophilic	1919070	2113	655362	0.34	2074	98.15	1.85	1	108	5.11
2513237270	Bacteria	Draft	Baylor College of Medicine	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	shayeganii	Gram-	USA	Aerobe	2292945	2580	1327471	0.58	2530	98.06	1.94	1	-1	-1
2531839613	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	-1	Facultative	2810524	2796	919225	0.33	2729	97.6	2.4	1	6	0.21
2548876559	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mutans	Gram+	Brazil	Facultative	1776306	1798	657517	0.37	1745	97.05	2.95	-1	-1	-1
2524023081	Bacteria	Permanent Draft	DOE Joint Genome Institute	Acidobacteria	Acidobacteriia	unclassified	unclassified	unclassified	unclassified	-1	-1	-1	2363518	2313	1183754	0.5	2278	98.49	1.51	2	1798	77.73
