IMG_ID,Genome_Status,Genome_Name,Domain,Phylum,Class,Order,Family,Genus,Species,Habitat,Isolation_Country,Genome_Size,Gene_Count,GC_Count,GC_%,w/_Func_Pred_Count,w/_Func_Pred_%,Horizontally_Transferred_Count,Horizontally_Transferred_%,Diseases,Gram_Staining
649989937,Draft,Enterococcus_faecium_TX0082,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,Host,-1,2691069,2871,1020108,0.38,2049,71.37,7,0.24,-1,Gram+
649989938,Draft,Enterococcus_faecium_TX0133A,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,Host,-1,2929657,3172,1104306,0.38,2197,69.26,-1,-1,-1,Gram+
649989939,Draft,Enterococcus_faecium_TX0133B,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,Host,-1,2926972,3157,1103132,0.38,2198,69.62,-1,-1,-1,Gram+
649989940,Draft,Enterococcus_faecium_TX0133C,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,Host,-1,2907366,3153,1096882,0.38,2198,69.71,-1,-1,-1,Gram+
649989941,Draft,Enterococcus_faecium_TX0133a01,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,Host,-1,3073166,3317,1155024,0.38,2313,69.73,-1,-1,-1,Gram+
649989942,Draft,Enterococcus_faecium_TX0133a04,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,Host,-1,2922141,3152,1101827,0.38,2188,69.42,-1,-1,-1,Gram+
649989943,Draft,Enterococcus_italicus_DSM_15952,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,italicus,"Host, Human oral microflora",Italy,2308476,2454,904243,0.39,1879,76.57,153,6.23,Opportunistic infection,Gram+
649989944,Draft,Eremococcus_coleocola_ACS-139-V-Col8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Eremococcus,coleocola,"Host, Human vaginal microflora",-1,1773745,1773,691122,0.39,1352,76.25,261,14.72,None,Gram+
649989945,Draft,Erysipelotrichaceae_bacterium_sp._3_1_53,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified,unclassified,"Gastrointestinal tract, Feces, Host",-1,4458363,3913,1897048,0.43,2675,68.36,479,12.24,None,Gram+
649989946,Draft,Escherichia_coli_1827-70,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,"Human skin, Host",-1,4803089,4822,2439380,0.51,4085,84.72,9,0.19,None,Gram-
649989947,Draft,Escherichia_coli_2362-75,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,"Host, Human skin",-1,5173444,5343,2611524,0.5,4341,81.25,15,0.28,None,Gram-
649989948,Draft,Escherichia_coli_MS_145-7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,"Gastrointestinal tract, Host",-1,5115051,5641,2596465,0.51,3831,67.91,12,0.21,None,Gram-
649989950,Draft,Eubacterium_saburreum_DSM_3986,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,saburreum,"Host, Oral microflora",-1,2970488,3013,1083106,0.36,1872,62.13,133,4.41,-1,Gram+
649989951,Draft,Faecalibacterium_cf._prausnitzii_KLE1255,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,cf. prausnitzii,Host,-1,2926561,3414,1647968,0.56,2123,62.19,65,1.9,None,Gram+
649989952,Draft,Gemella_moribillum_M424,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,Gemella,moribillum,"Human oral microflora, Host",-1,1745783,1666,537662,0.31,1160,69.63,215,12.91,"Opportunistic infection, Dental plaque",Gram+
649989953,Draft,Haladaptatus_paucihalophilus_DX253,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,paucihalophilus,-1,USA,4284805,4496,2648659,0.62,2528,56.23,148,3.29,None,Gram-
649989954,Draft,Helicobacter_suis_HS1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,suis,Host,Belgium,1635292,1205,652688,0.4,961,79.75,1,0.08,-1,Gram-
649989955,Draft,Helicobacter_suis_HS5,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,suis,Host,-1,1669960,1179,666447,0.4,945,80.15,3,0.25,-1,Gram-
649989956,Draft,Kingella_denitrificans_ATCC_33394,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,denitrificans,"Human skin, Host",United Kingdom,2186592,2574,1182633,0.54,1617,62.82,149,5.79,None,Gram-
649989957,Draft,Lachnospiraceae_bacterium_sp._5_1_63FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified,unclassified,Host,-1,3029557,3102,1127375,0.37,2112,68.09,63,2.03,-1,Gram+
649989958,Draft,Lachnospiraceae_bacterium_sp._8_1_57FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified,unclassified,Host,-1,2909170,2693,1217639,0.42,1432,53.17,6,0.22,-1,Gram-
649989959,Draft,Lactobacillus_iners_ATCC_55195,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,"Human vaginal microflora, Host",-1,1219250,1196,396845,0.33,942,78.76,8,0.67,None,Gram+
649989960,Draft,Lactobacillus_iners_LEAF_2052A-d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,"Human vaginal microflora, Host",-1,1322320,1312,432069,0.33,996,75.91,11,0.84,None,Gram+
649989961,Draft,Lactobacillus_iners_LEAF_2053A-b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,"Human vaginal microflora, Host",-1,1368717,1334,442928,0.32,982,73.61,11,0.82,None,Gram+
649989962,Draft,Lactobacillus_iners_LEAF_2062A-h1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,"Human vaginal microflora, Host",-1,1303868,1321,425664,0.33,979,74.11,8,0.61,None,Gram+
649989963,Draft,Lactobacillus_iners_LEAF_3008A-a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,"Human vaginal microflora, Host",-1,1273041,1266,413329,0.32,959,75.75,2,0.16,None,Gram+
649989964,Draft,Lactobacillus_iners_LactinV_01V1-a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,"Host, Human vaginal microflora",-1,1294173,1580,422569,0.33,1022,64.68,10,0.63,None,Gram+
649989965,Draft,Lactobacillus_iners_LactinV_03V1-b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,"Human vaginal microflora, Host",-1,1303958,1512,426380,0.33,977,64.62,3,0.2,None,Gram+
649989966,Draft,Lactobacillus_iners_LactinV_09V1-c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,"Host, Human vaginal microflora",-1,1312334,1414,428610,0.33,956,67.61,4,0.28,None,Gram+
649989967,Draft,Lactobacillus_iners_LactinV_11V1-d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,"Host, Human vaginal microflora",-1,1310250,1392,427396,0.33,960,68.97,5,0.36,None,Gram+
649989968,Draft,Lactobacillus_iners_SPIN_2503V10-D,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,"Host, Human vaginal microflora",-1,1283897,1327,418164,0.33,943,71.06,10,0.75,None,Gram+
649989969,Draft,Lactobacillus_oris_PB013-T2-3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,oris,"Host, Human vaginal microflora",-1,2115990,2104,1053172,0.5,1565,74.38,30,1.43,None,Gram+
649989970,Draft,Lautropia_mirabilis_ATCC_51599,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,mirabilis,Host,-1,3137198,2713,2057272,0.66,2072,76.37,663,24.44,-1,Gram-
649989971,Draft,Megasphaera_micronuciformis_F0359,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,micronuciformis,"Human oral microflora, Host",-1,1765374,1826,802163,0.45,1318,72.18,228,12.49,-1,Gram-
649989973,Draft,Mobiluncus_curtisii_ATCC_51333,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,curtisii,"Vagina microflora, Host",Sweden,2111654,1907,1173058,0.56,1296,67.96,27,1.42,-1,Gram+
649989974,Draft,Mobiluncus_curtisii_holmesii_ATCC_35242,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,curtisii,Host,-1,2087529,1881,1161104,0.56,1321,70.23,14,0.74,-1,Gram+
649989976,Draft,Neisseria_mucosa_C102,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,mucosa,"Human oral microflora, Host",-1,2160730,2083,1072070,0.5,1529,73.4,31,1.49,None,Gram-
649989977,Draft,Oscillochloris_trichoides_DG6,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Oscillochloridaceae,Oscillochloris,trichoides,Fresh water,Russia,4313760,3280,2556357,0.59,2275,69.36,500,15.24,None,Gram-
649989978,Draft,Paenibacillus_larvae_larvae_B-3650,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,larvae,Honey bee larvae,-1,4352378,3630,1918604,0.44,2089,57.55,34,0.94,American foulbrood,Gram+
649989979,Draft,Paenibacillus_vortex_V453,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,vortex,"Host, Human oral microflora",-1,6385945,5993,3116495,0.49,4020,67.08,177,2.95,-1,Gram+
649989980,Draft,Parascardovia_denticolens_DSM_10105,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,denticolens,Host,-1,1891248,1733,1102846,0.58,1053,60.76,42,2.42,-1,Gram+
649989981,Draft,Pediococcus_acidilactici_DSM_20284,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,acidilactici,Host,Belgium,1929953,1942,813191,0.42,1514,77.96,20,1.03,-1,Gram+
649989982,Draft,Peptoniphilus_harei_ACS-146-V-Sch2b,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Peptoniphilus,harei,"Host, Human vaginal microflora",-1,1836030,1765,632293,0.34,1354,76.71,81,4.59,None,Gram+
649989983,Draft,Phascolarctobacterium_sp._YIT_12067,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,sp.,"Feces, Human intestinal microflora, Human fecal, Gastrointestinal tract, Host",-1,2122261,2202,1011138,0.48,1706,77.48,622,28.25,None,Gram-
649989984,Draft,Planococcus_donghaensis_MPA1U2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,donghaensis,"Marine, Aquatic",USA,3303464,3331,1310739,0.4,2195,65.9,182,5.46,-1,Gram+
649989985,Draft,Porphyromonas_asaccharolytica_PR426713P-I,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,asaccharolytica,"Human vaginal microflora, Host",-1,2199119,1708,1150544,0.52,1280,74.94,12,0.7,-1,Gram-
649989986,Draft,Prevotella_buccae_ATCC_33574,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,buccae,Host,-1,3222824,2956,1644200,0.51,1591,53.82,15,0.51,None,Gram-
649989987,Draft,Prevotella_multiformis_DSM_16608,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,multiformis,"Host, Human oral microflora",Japan,3034360,2937,1566011,0.52,1502,51.14,19,0.65,-1,Gram-
649989988,Draft,Prevotella_oralis_ATCC_33269,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,oralis,"Human oral microflora, Host",-1,2833787,2545,1262186,0.45,1454,57.13,37,1.45,-1,Gram-
649989989,Draft,Prevotella_salivae_DSM_15606,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,salivae,"Host, Human oral microflora",Japan,3140543,2992,1299153,0.41,1521,50.84,17,0.57,-1,Gram-
649989990,Draft,Pseudomonas_aeruginosa_39016,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,aeruginosa,"Human airways, Soil, Wastewater, Host, Plant surface",-1,6667333,6471,4401464,0.66,4104,63.42,276,4.27,Cystic Fibrosis,Gram-
649989991,Draft,Pseudomonas_fluorescens_WH6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fluorescens,"Soil, Fresh water, Host, Rhizosphere",USA,6265667,5917,3794849,0.61,4230,71.49,168,2.84,None,Gram-
649989992,Draft,Pseudonocardia_sp._P1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,sp.,Host,Brazil,6388771,6674,4679755,0.73,4414,66.14,238,3.57,None,Gram+
649989993,Draft,Pseudoramibacter_alactolyticus_ATCC_23263,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter,alactolyticus,Host,-1,2327229,2572,1201643,0.52,1705,66.29,225,8.75,-1,Gram+
649989994,Draft,Ralstonia_sp._5_7_47FAA,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,sp.,"Human fecal, Host",-1,5231733,4843,3331373,0.64,3961,81.79,60,1.24,-1,Gram-
649989995,Draft,Segniliparus_rugosus_ATCC_BAA-974,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Segniliparaceae,Segniliparus,rugosus,Host,USA,3567567,3565,2430242,0.68,2275,63.81,108,3.03,None,Gram+
649989996,Draft,Selenomonas_artemidis_F0399,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,artemidis,"Host, Human oral microflora",-1,2209623,2253,1264929,0.57,1674,74.3,59,2.62,-1,Gram+
649989997,Draft,Selenomonas_sp._oral_taxon_137_F0430,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp.,"Human oral microflora, Host",-1,2475066,2468,1404179,0.57,1809,73.3,104,4.21,-1,Gram+
649989998,Draft,Shigella_dysenteriae_1617,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Host,-1,4613557,5958,2361630,0.51,4856,81.5,2,0.03,"Dysenteria, Food poisoning",Gram-
649989999,Draft,Solobacterium_moorei_F0204,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,moorei,"Human oral microflora, Host",-1,2008551,2080,738734,0.37,1433,68.89,766,36.83,-1,Gram+
649990000,Draft,Staphylococcus_lugdunensis_M23590,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,lugdunensis,Host,-1,2521078,2488,850118,0.34,1902,76.45,4,0.16,-1,Gram+
649990001,Draft,Streptococcus_anginosus_1_2_62CV,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,anginosus,"Gastrointestinal tract, Feces, Human intestinal microflora, Host",-1,1815537,1831,704552,0.39,1411,77.06,18,0.98,-1,Gram+
649990002,Draft,Streptococcus_anginosus_F0211,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,anginosus,"Host, Human airways",-1,1993709,2074,766460,0.38,1496,72.13,81,3.91,-1,Gram+
649990003,Draft,Streptococcus_australis_ATCC_700641,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,australis,"Human oral microflora, Host",Australia,2110220,2083,883084,0.42,1607,77.15,10,0.48,-1,Gram+
649990004,Draft,Streptococcus_cristatus_ATCC_51100,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,cristatus,"Human oral microflora, Host",-1,1965284,2019,835499,0.43,1512,74.89,17,0.84,-1,Gram+
649990005,Draft,Streptococcus_downei_F0415,Bacteria,unclassified,unclassified,unclassified,unclassified,Streptococcus,downei,"Host, Human oral microflora",-1,2239421,2281,971673,0.43,1624,71.2,95,4.16,-1,Gram+
649990006,Draft,Streptococcus_equinus_ATCC_9812,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,equinus,"Feces, Host, Gastrointestinal tract",-1,1718633,1836,640840,0.37,1452,79.08,43,2.34,-1,Gram+
649990007,Draft,Streptococcus_infantis_ATCC_700779,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis,"Host, Human airways",Japan,1884302,1979,734411,0.39,1417,71.6,111,5.61,-1,Gram+
649990008,Draft,Streptococcus_infantis_SK1302,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,infantis,"Human airways, Host",-1,1792252,2132,703333,0.39,1622,76.08,30,1.41,-1,Gram+
649990009,Draft,Streptococcus_parasanguinis_ATCC_903,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,Host,-1,2116147,2119,884426,0.42,1599,75.46,23,1.09,-1,Gram+
649990010,Draft,Streptococcus_parasanguinis_F0405,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,"Host, Human airways",-1,2050302,2061,860658,0.42,1553,75.35,17,0.82,-1,Gram+
649990011,Draft,Streptococcus_peroris_ATCC_700780,Bacteria,unclassified,unclassified,unclassified,unclassified,Streptococcus,peroris,"Human oral microflora, Host",Japan,1633292,1675,639427,0.39,1340,80,10,0.6,-1,Gram+
649990012,Draft,Streptococcus_pneumoniae_BS457,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pneumoniae,Host,USA,2053197,2271,813036,0.4,1424,62.7,-1,-1,Pneumonia,Gram+
649990013,Draft,Streptococcus_pseudoporcinus_SPIN_20026,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pseudoporcinus,"Host, Human vaginal microflora",-1,2111372,2072,780436,0.37,1634,78.86,106,5.12,-1,Gram+
649990014,Draft,Streptococcus_sanguinis_ATCC_49296,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sanguinis,Host,Japan,2054852,2052,845230,0.41,1547,75.39,30,1.46,-1,Gram+
649990015,Draft,Streptococcus_sanguinis_VMC66,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sanguinis,"Host, Oral microflora",-1,2311949,2314,1000543,0.43,1752,75.71,20,0.86,Endocarditis,Gram+
649990016,Draft,Streptococcus_vestibularis_ATCC_49124,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,vestibularis,"Human oral microflora, Host",United Kingdom,1841650,1920,729404,0.4,1493,77.76,2,0.1,-1,Gram+
649990017,Draft,Streptococcus_vestibularis_F0396,Bacteria,unclassified,unclassified,unclassified,unclassified,Streptococcus,vestibularis,"Human oral microflora, Host",-1,2022289,2056,801702,0.4,1526,74.22,12,0.58,-1,Gram+
649990018,Draft,Streptomyces_sp._SA3_actG,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,sp.,Soil,-1,7443083,6612,5457431,0.73,4117,62.27,18,0.27,None,Gram+
649990019,Draft,Succinatimonas_hippei_YIT_12066,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,hippei,"Human intestinal microflora, Feces, Host, Gastrointestinal tract",Japan,2305942,2223,928741,0.4,1757,79.04,1079,48.54,None,Gram-
649990020,Draft,Sulfolobus_solfataricus_98/2,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,solfataricus,Fresh water,-1,2680466,3150,943269,0.35,1573,49.94,14,0.44,None,Gram-
649990021,Draft,Sutterella_wadsworthensis_3_1_45B,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,wadsworthensis,"Blood, Human vaginal microflora, Host",-1,2958117,2444,1630666,0.55,1014,41.49,655,26.8,None,Gram-
649990022,Draft,Synechococcus_sp._CB0101,Bacteria,Cyanobacteria,unclassified,Chroococcales,unclassified,Synechococcus,sp.,"Marine, Host",USA,2686395,3049,1724922,0.64,1696,55.62,131,4.3,None,Gram-
649990023,Draft,Synechococcus_sp._CB0205,Bacteria,Cyanobacteria,unclassified,Chroococcales,unclassified,Synechococcus,sp.,"Host, Marine",USA,2427308,2766,1528416,0.63,1571,56.8,53,1.92,None,Gram-
649990026,Draft,Treponema_phagedenis_F0421,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,phagedenis,Host,-1,2827897,3196,1134406,0.4,1788,55.94,590,18.46,-1,Gram-
649990027,Draft,Veillonella_sp._oral_taxon_158_F0412,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,sp.,"Host, Human oral microflora",-1,2176752,2059,847828,0.39,1503,73,90,4.37,-1,Gram-
649990028,Draft,"Vibrio_brasiliensis_CAIM_495,_LMG_20546",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,brasiliensis,Host,Brazil,4715026,4397,2157619,0.46,2949,67.07,172,3.91,-1,Gram-
649990029,Draft,Vibrio_caribbenthicus_ATCC_BAA-2122,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,caribbenthicus,Host,-1,4410536,4084,1836764,0.42,2607,63.83,326,7.98,-1,Gram-
649990030,Draft,"Vibrio_sinaloensis_CAIM_648,_DSM_21326",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,sinaloensis,Host,Mexico,4904906,4655,2245469,0.46,3073,66.02,160,3.44,-1,Gram-
650377901,Finished,Acinetobacter_baumannii_1656-2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,baumannii,"Human skin, Fresh water, Skin microflora, Host",-1,4023106,3913,1571082,0.39,3646,93.18,21,0.54,"Pneumonia, Nosocomial infection",Gram-
650377902,Finished,Acinetobacter_baumannii_TCDC-AB0715,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,baumannii,"Human skin, Host, Skin microflora, Fresh water",Taiwan,4210417,4003,1637055,0.39,2595,64.83,14,0.35,"Nosocomial infection, Pneumonia",Gram-
650377903,Finished,Acinetobacter_calcoaceticus_PHEA-2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,calcoaceticus,"Human skin, Soil, Host, Food, Fresh water",China,3862530,3674,1499590,0.39,2447,66.6,25,0.68,Nosocomial infection,Gram-
650377904,Finished,Alistipes_shahii_WAL_8301,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,shahii,"Human intestinal microflora, Host",USA,3763317,2616,2100660,0.58,1608,61.47,64,2.45,-1,Gram-
650377905,Finished,Arthrobacter_phenanthrenivorans_Sphe3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,phenanthrenivorans,Soil,Greece,4535320,4273,2964596,0.65,3101,72.57,68,1.59,None,Gram+
650377906,Finished,Arthrospira_platensis_NIES-39,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,unclassified,Arthrospira,platensis,"Aquatic, Fresh water",Chad,6788435,6676,2963176,0.44,2542,38.08,61,0.91,None,Gram-
650377907,Finished,Bacillus_subtilis_natto_BEST195,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,Soil,Japan,4097429,4508,1746267,0.44,1561,34.63,43,0.95,None,Gram+
650377908,Finished,Bacillus_thuringiensis_sv._finitimus_YBT-020,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,thuringiensisfinitimus,"Plant surface, Soil",-1,5682383,5931,2012627,0.35,3804,64.14,35,0.59,Sotto disease,Gram+
650377909,Finished,Bacteriovorax_marinus_SJ,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,marinus,"Aquatic, Fresh water, Host",USA,3435933,3291,1262612,0.37,2407,73.14,1928,58.58,None,Gram-
650377910,Finished,Bacteroides_fragilis_638R,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,"Intestinal microflora, Host",-1,5373121,4417,2332743,0.43,2940,66.56,28,0.63,"Diarrhea, Abscesses",Gram-
650377911,Finished,Bacteroides_xylanisolvens_XB1A,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,xylanisolvens,"Gastrointestinal tract, Host, Feces",-1,5976145,4466,2430231,0.42,2848,63.77,34,0.76,None,Gram-
650377912,Finished,Bifidobacterium_longum_longum_F8,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,"Host, Gastrointestinal tract, Feces, Human fecal",-1,2384987,1744,1421827,0.6,1250,71.67,7,0.4,-1,Gram+
650377913,Finished,Borrelia_burgdorferi_JD1,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,burgdorferi,Host,USA,1531091,1496,433739,0.28,878,58.69,1,0.07,"Tick-borne relapsing fever, Lyme disease",Gram-
650377914,Finished,Borrelia_burgdorferi_N40,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,burgdorferi,Host,USA,1339539,1280,378656,0.28,814,63.59,-1,-1,"Lyme disease, Tick-borne relapsing fever",Gram-
650377915,Finished,Buchnera_aphidicola_JF98,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,aphidicola,"Endosymbiont, Insect endosymbiont, Host",-1,641771,512,168937,0.26,415,81.05,1,0.2,None,Gram-
650377916,Finished,Buchnera_aphidicola_JF99,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,aphidicola,"Host, Endosymbiont, Insect endosymbiont",-1,641716,625,168684,0.26,536,85.76,-1,-1,None,Gram-
650377917,Finished,Buchnera_aphidicola_LL01,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,aphidicola,"Insect endosymbiont, Endosymbiont, Host",-1,641799,612,168777,0.26,520,84.97,-1,-1,None,Gram-
650377918,Finished,Buchnera_aphidicola_TLW03,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,aphidicola,"Host, Endosymbiont, Insect endosymbiont",-1,641770,608,168773,0.26,521,85.69,1,0.16,None,Gram-
